,rank,nct number,title,acronym,status,study results,conditions,interventions,outcome measures,sponsor/collaborators,gender,age,phases,enrollment,funded bys,study type,study designs,other ids,start date,primary completion date,completion date,first posted,results first posted,last update posted,locations,study documents,url,duration,ftype2,cond1,allocation,interv_mod2,mask1,purp1
1042,1043,NCT01196013,A Study of Clofarabine in Japanese Paediatric Patients With Relapsed or Refractory Acute Lymphoblastic Leukaemia,,Completed,No Results Available,Acute Lymphoblastic Leukemia,Drug: Clofarabine,"Maximum Tolerated Dose (MTD)|Safety as evaluated by adverse events (incidence, severity, duration, causality, seriousness, type)|Pharmacokinetics as measured by maximum drug serum concentration (Cmax)|Pharmacokinetics as measured by Time to maximum serum concentration (Tmax)|Pharmacokinetics as measured by Area Under the drug-concentration curve (AUC)|Pharmacokinetics as measured by half life (t1/2)|Pharmacokinetics as measured by renal clearance (CLr)","Genzyme, a Sanofi Company|Sanofi",All,"1 Year to 21 Years   (Child, Adult)",Phase 1,7.0,Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,CLO05908,2010-08-01,May 2011,2011-05-01,"September 8, 2010",,"March 19, 2014","National Kyusyu Cancer Center, Fukuoka, Japan|Fukushima Medical University Hospital, Fukushima, Japan|Kagoshima University Medical and Dental Hospital, Kagoshima, Japan|Tokai University Hospital, Kanagawa, Japan|Niigata Cancer Center Hospital, Niigata, Japan|Osaka City General Hospital, Osaka, Japan|Saitama Chilidren's Medical Center, Saitama, Japan|Shizuoka Children's Hospital, Shizuoka, Japan|St. Luke's International Hospital, Tokyo, Japan",,https://ClinicalTrials.gov/show/NCT01196013,273.0,Industry Lead,Less than three Conditions,Non-Randomized,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
1043,1044,NCT01137747,Carfilzomib in Patients With Relapsed Acute Myeloid or Acute Lymphoblastic Leukemia,AML ALL,Completed,No Results Available,Leukemia,Drug: Carfilzomib,"To determine the maximum tolerated dose (MTD) and dose limiting toxicity (DLT)|To determine the rate of morphologic complete remission (CR)|To determine the rates of cytogenetic complete remission (CRc) morphologic complete remission with incomplete count recovery (CRi), overall response rate (CR+ CRi), partial remission (PR), stable disease and hematologic improvement.|To determine the time to response, remission duration, progression-free survival, event-free survival and overall survival of patients treated with carfilzomib.|To determine the safety and tolerability of carfilzomib by evaluating the number of participants with adverse events as a measure of safety and tolerability.|To prospectively collect serum and bone marrow specimens to determine biomarkers of response and correlative ex vivo studies of the anti-leukemic activity of carfilzomib.",Washington University School of Medicine,All,"18 Years and older   (Adult, Older Adult)",Phase 1,18.0,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,10-0913 / 201107117,2010-10-01,August 2014,2015-07-01,"June 4, 2010",,"June 14, 2016","Washington University School of Medicine, St. Louis, Missouri, United States",,https://ClinicalTrials.gov/show/NCT01137747,1734.0,Not Industry Lead,Less than three Conditions,Non-Randomized,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
1044,1045,NCT00995137,Genetically Modified Haploidentical Natural Killer Cell Infusions for B-Lineage Acute Lymphoblastic Leukemia,,Completed,No Results Available,"Lymphoblastic Leukemia, Acute",Biological: NK Cell Infusion,This study will determine the maximum tolerated dose of genetically modified NK cells in research participants with relapsed or refractory B-lineage ALL|This study will determine the persistence and phenotype of genetically modified NK cells in research participants with relapsed or refractory B-lineage ALL.|This study will explore the efficacy of genetically modified NK cells in research participants with relapsed or refractory B-lineage ALL.,St. Jude Children's Research Hospital|National Cancer Institute (NCI)|Assisi Foundation,All,"up to 18 Years   (Child, Adult)",Phase 1,14.0,Other|NIH,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,NKCD19|R01CA113482|NCI-2011-01226,2009-10-01,May 2013,2014-05-01,"October 15, 2009",,"April 26, 2017","St Jude Children's Research Hospital, Memphis, Tennessee, United States",,https://ClinicalTrials.gov/show/NCT00995137,1673.0,Not Industry Lead,Less than three Conditions,N/A,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
1045,1046,NCT00991133,"A Safety and Tolerability Study of Clofarabine, Etoposide, Cyclophosphamide, PEG-asparaginase, and Vincristine in Pediatric Acute Lymphoblastic Leukemia (ALL)",,Completed,No Results Available,"Lymphoblastic Leukemia, Acute, Childhood",Drug: Clofarabine incorporated into a 5-drug regimen,"The incidence of DLTs (Dose Limiting Toxicities) experienced with 1 cycle of this 5-drug regimen in this patient population (in all patients who receive any doses of study drugs)|Overall toxicity profile documented by incidence of AEs, SAEs, and/or DLTs|Efficacy as documented by complete remission (CR), time and duration of remission, event-free survival (EFS), 4-month EFS, disease-free survival (DFS), and overall survival","Genzyme, a Sanofi Company|Sanofi",All,"1 Year to 30 Years   (Child, Adult)",Phase 1,8.0,Industry,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,CLO08808,2009-10-01,April 2011,2011-04-01,"October 7, 2009",,"April 30, 2015","Children's Hospital Los Angeles, Los Angeles, California, United States|The Children's Hospital, Aurora, Colorado, United States|Children's Healthcare of Atlanta, Atlanta, Georgia, United States|Children's Memorial Hospital, Chicago, Illinois, United States|Dana Farber Cancer Institute, Boston, Massachusetts, United States|Seattle Children's Hospital, Seattle, Washington, United States",,https://ClinicalTrials.gov/show/NCT00991133,547.0,Industry Lead,Less than three Conditions,N/A,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
1046,1047,NCT00874562,Rapamycin in Relapsed Acute Lymphoblastic Leukemia,,Completed,No Results Available,Acute Lymphoblastic Leukemia,Drug: Corticosteroid|Drug: Rapamycin,"Compare changes in gene expression signatures in steroid alone versus steroid plus rapamycin treated patients.|Compare biologic measures of ""pro-apoptotic state"" in steroid alone versus steroid plus rapamycin treated patients|Assess clinical response by percent reduction of peripheral leukemia blasts at day 2 of therapy and at completion of the 5-day investigational window",Dana-Farber Cancer Institute|Brigham and Women's Hospital|Boston Children's Hospital|National Cancer Institute (NCI),All,"365 Days and older   (Child, Adult, Older Adult)",Phase 1,6.0,Other|NIH,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label),06-429,2007-07-01,November 2009,2016-04-01,"April 2, 2009",,"November 23, 2016","Dana-Farber Cancer Institute, Boston, Massachusetts, United States",,https://ClinicalTrials.gov/show/NCT00874562,3197.0,Not Industry Lead,Less than three Conditions,Randomized,None-Crossover Assignment,None (Open Label),N/A
1047,1048,NCT00866307,Pegaspargase and Combination Chemotherapy in Treating Younger Patients With Newly Diagnosed High-Risk Acute Lymphoblastic Leukemia (Closed to Accrual 4-22-2011),,Completed,Has Results,Acute Lymphoblastic Leukemia|Adult B Acute Lymphoblastic Leukemia|Childhood B Acute Lymphoblastic Leukemia,Drug: Cyclophosphamide|Drug: Cytarabine|Drug: Daunorubicin Hydrochloride|Drug: Dexamethasone|Drug: Doxorubicin Hydrochloride|Other: Laboratory Biomarker Analysis|Drug: Mercaptopurine|Drug: Methotrexate|Drug: Pegaspargase|Drug: Prednisone|Radiation: Prophylactic Cranial Irradiation|Drug: Thioguanine|Drug: Vincristine Sulfate,AALL08P1 Safety Outcome|AALL08P1 Feasibility Outcome,Children's Oncology Group|National Cancer Institute (NCI),All,"1 Year to 30 Years   (Child, Adult)",Phase 1,104.0,Other|NIH,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,AALL08P1|NCI-2009-01169|CDR0000636174|COG-AALL08P1|U10CA098413|U10CA180886|U10CA180899|U10CA098543,2009-02-23,"June 30, 2014",2021-03-31,"March 20, 2009","December 7, 2016","April 27, 2021","Phoenix Childrens Hospital, Phoenix, Arizona, United States|Miller Children's and Women's Hospital Long Beach, Long Beach, California, United States|Children's Hospital Los Angeles, Los Angeles, California, United States|Valley Children's Hospital, Madera, California, United States|Rady Children's Hospital - San Diego, San Diego, California, United States|UCSF Medical Center-Mount Zion, San Francisco, California, United States|UCSF Medical Center-Parnassus, San Francisco, California, United States|Harbor-University of California at Los Angeles Medical Center, Torrance, California, United States|Nemours Children's Clinic-Jacksonville, Jacksonville, Florida, United States|Children's Healthcare of Atlanta - Egleston, Atlanta, Georgia, United States|Advocate Children's Hospital-Oak Lawn, Oak Lawn, Illinois, United States|Saint Vincent Hospital and Health Care Center, Indianapolis, Indiana, United States|University of Kentucky/Markey Cancer Center, Lexington, Kentucky, United States|Norton Children's Hospital, Louisville, Kentucky, United States|C S Mott Children's Hospital, Ann Arbor, Michigan, United States|University of Mississippi Medical Center, Jackson, Mississippi, United States|The Steven and Alexandra Cohen Children's Medical Center of New York, New Hyde Park, New York, United States|UNC Lineberger Comprehensive Cancer Center, Chapel Hill, North Carolina, United States|Nationwide Children's Hospital, Columbus, Ohio, United States|Dayton Children's Hospital, Dayton, Ohio, United States|Legacy Emanuel Children's Hospital, Portland, Oregon, United States|Legacy Emanuel Hospital and Health Center, Portland, Oregon, United States|Children's Oncology Group, Philadelphia, Pennsylvania, United States|Baylor College of Medicine/Dan L Duncan Comprehensive Cancer Center, Houston, Texas, United States|Methodist Children's Hospital of South Texas, San Antonio, Texas, United States|Royal Children's Hospital, Parkville, Victoria, Australia|Princess Margaret Hospital for Children, Perth, Western Australia, Australia|Children's Hospital of Eastern Ontario, Ottawa, Ontario, Canada",,https://ClinicalTrials.gov/show/NCT00866307,4419.0,Not Industry Lead,Three Conditions,Non-Randomized,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
1048,1049,NCT02071927,Study of the Glutaminase Inhibitor CB-839 in Leukemia,,Completed,No Results Available,Acute Myeloid Leukemia (AML)|Acute Lymphocytic Leukemia (ALL),Drug: CB-839|Drug: CB-Aza,Safety and tolerability of CB-839: Incidence of adverse events|Pharmacokinetics: Area under the Curve (AUC) of CB-839 concentration in blood|Pharmacodynamics: % inhibition of glutaminase in blood|Clinical Activity: % of Tumor Cells in Bone Marrow,"Calithera Biosciences, Inc",All,"18 Years and older   (Adult, Older Adult)",Phase 1,43.0,Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,CX-839-003,2014-03-01,October 2016,2016-12-01,"February 26, 2014",,"February 9, 2017","Colorado Blood Cancer Institute, Denver, Colorado, United States|Northwestern University Feinberg School of Medicine, Chicago, Illinois, United States|Roswell Park Cancer Institute, Buffalo, New York, United States|Tennessee Oncology, PLLC, Nashville, Tennessee, United States|University of Texas MD Anderson Cancer Center, Houston, Texas, United States",,https://ClinicalTrials.gov/show/NCT02071927,1006.0,Industry Lead,Less than three Conditions,Non-Randomized,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
1049,1050,NCT00450944,Anti-CD19 and Anti-CD22 Immunotoxins in Treating Patients With Refractory or Relapsed B-Cell Acute Lymphoblastic Leukemia,,Completed,No Results Available,Leukemia,Biological: deglycosylated ricin A chain-conjugated anti-CD19/anti-CD22 immunotoxins,Optimum dose of deglycosylated ricin A chain-conjugated anti-CD19 and anti-CD22 immunotoxins (Combotox)|Efficacy of treatment,Albert Einstein College of Medicine|National Cancer Institute (NCI),All,"17 Years to 120 Years   (Child, Adult, Older Adult)",Phase 1,10.0,Other|NIH,Interventional,Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,2005-536|P30CA013330|AECM-CCI-2005-536|AECM-CCI-05-428|AECM-MMC-05-10-265C,2006-02-22,"October 27, 2008",2010-04-01,"March 22, 2007",,"April 14, 2021","Albert Einstein Cancer Center at Albert Einstein College of Medicine, Bronx, New York, United States",,https://ClinicalTrials.gov/show/NCT00450944,1499.0,Not Industry Lead,Less than three Conditions,Randomized,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
1050,1051,NCT00313079,Monoclonal Antibody (mAb) 216 With Chemotherapy in Adult Relapsed or Refractory B-Lineage Acute Lymphoblastic Leukemia,,Completed,No Results Available,"Leukemia, Lymphocytic|Leukemia|Acute Lymphocytic Leukemia",Drug: MAb 216|Drug: Vincristine,In this phase I study the endpoint is the determination of the maximum tolerable dose without toxicity.|A decrease in leukemic blasts. The study will be terminated if unacceptable doseSecondary endpoints are a decrease in leukemic blasts. The study will be terminated if unacceptable dose limiting toxicity is found. This is a phase I trial to study safety.,Steven E. Coutre|Stanford University,All,"18 Years and older   (Adult, Older Adult)",Phase 1,9.0,Other,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,HEMALL0003|96613,2006-05-01,February 2009,2009-07-01,"April 11, 2006",,"July 3, 2012","Stanford University School of Medicine, Stanford, California, United States",,https://ClinicalTrials.gov/show/NCT00313079,1157.0,Not Industry Lead,Three Conditions,N/A,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
1051,1052,NCT00295841,Cytarabine and Clofarabine in Treating Patients With Refractory or Relapsed Acute Myeloid Leukemia or Acute Lymphoblastic Leukemia,,Completed,No Results Available,Leukemia,Drug: clofarabine|Drug: cytarabine,Response rate|Safety profile and tolerability,Wake Forest University Health Sciences|National Cancer Institute (NCI),All,"18 Years to 120 Years   (Adult, Older Adult)",Phase 1,53.0,Other|NIH,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,CDR0000466307|CCCWFU-21204|ILEX-CCCWFU-21204|CCCWFU-BG04-519,2005-02-01,"January 7, 2015",2015-01-07,"February 24, 2006",,"August 10, 2018","Wake Forest University Comprehensive Cancer Center, Winston-Salem, North Carolina, United States",,https://ClinicalTrials.gov/show/NCT00295841,3627.0,Not Industry Lead,Less than three Conditions,Non-Randomized,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
1052,1053,NCT01885897,IL-15 Super Agonist ALT-803 to Treat Relapse Of Hematologic Malignancy After Allogeneic SCT,,Completed,Has Results,Acute Myelogenous Leukemia (AML)|Acute Lymphoblastic Leukemia (ALL)|Myelodysplastic Syndromes (MDS)|Lymphoma|Myeloma|Chronic Lymphocytic Leukemia (CLL)|Chronic Myelogenous Leukemia (CML),Biological: ALT-803,Number of Participants With Dose Limiting Toxicity (DLT) Events|Number of Participants Experiencing Potential Efficacy of ALT 803|Number of Participants With Excessive Toxicity|Number of Participants With Incidence of Acute Graft Versus Host Disease|Number of Participants With Incidence of Chronic Graft Versus Host Disease,"Masonic Cancer Center, University of Minnesota",All,"18 Years and older   (Adult, Older Adult)",Phase 1|Phase 2,33.0,Other,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,2012LS023|HM2013-12,2013-11-11,July 2019,2020-07-01,"June 25, 2013","August 12, 2020","August 12, 2020","Masonic Cancer Center, University of Minnesota, Minneapolis, Minnesota, United States|Washington University, Saint Louis, Missouri, United States|University of Pennsylvania, Philadelphia, Pennsylvania, United States","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/97/NCT01885897/Prot_SAP_000.pdf",https://ClinicalTrials.gov/show/NCT01885897,2424.0,Not Industry Lead,More than three Conditions,N/A,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
1054,1055,NCT00349596,A Study of Low-Dose Decitabine in Relapsed or Refractory Acute Lymphocytic Leukemia (ALL),,Completed,No Results Available,Acute Lymphocytic Leukemia,Drug: Decitabine,To determine the safety and tolerability of 5-aza-2'-deoxycytidine (decitabine) administered daily for 5 days every other week in patients with relapsed or refractory acute lymphocytic leukemia (ALL).|To determine the clinical activity of this schedule of decitabine in this patient population.|To determine the safety and tolerability of decitabine in combination with hyperCVAD based chemotherapy in patients with relapsed or refractory ALL.|To determine the clinical activity of this schedule of decitabine in combination with hyperCVAD in this patient population.|To determine the effects of decitabine administration on DNA methylation and gene expression in this patient population.,M.D. Anderson Cancer Center|Eisai Inc.,All,"Child, Adult, Older Adult",Phase 1,40.0,Other|Industry,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,2005-0895|NCI-2012-01369,2006-07-01,October 2014,2014-10-01,"July 7, 2006",,"October 15, 2014","University of Texas MD Anderson Cancer Center, Houston, Texas, United States",,https://ClinicalTrials.gov/show/NCT00349596,3014.0,Not Industry Lead,Less than three Conditions,N/A,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
1055,1056,NCT03841110,FT500 as Monotherapy and in Combination With Immune Checkpoint Inhibitors in Subjects With Advanced Solid Tumors,,Completed,No Results Available,Advanced Solid Tumors|Lymphoma|Gastric Cancer|Colorectal Cancer|Head and Neck Cancer|Squamous Cell Carcinoma|EGFR Positive Solid Tumor|HER2-positive Breast Cancer|Hepatocellular Carcinoma|Small Cell Lung Cancer|Renal Cell Carcinoma|Pancreas Cancer|Melanoma|NSCLC|Urothelial Carcinoma|Cervical Cancer|Microsatellite Instability|Merkel Cell Carcinoma,Drug: FT500|Drug: Nivolumab|Drug: Pembrolizumab|Drug: Atezolizumab|Drug: Cyclophosphamide|Drug: Fludarabine|Drug: IL-2,The incidence of subjects with Dose Limiting Toxicities within each dose level cohort.|Objective-response rate (ORR)|Duration of FT500 persistence,Fate Therapeutics,All,"18 Years and older   (Adult, Older Adult)",Phase 1,37.0,Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,FT500-101,2019-02-15,"November 15, 2022",2022-11-15,"February 15, 2019",,"January 30, 2023","UCSD Moores Cancer Center, San Diego, California, United States|University of Minnesota Masonic Cancer Center, Minneapolis, Minnesota, United States|Hackensack University Medical Center/John Theurer Cancer Center, Hackensack, New Jersey, United States|MD Anderson Cancer Center, Houston, Texas, United States",,https://ClinicalTrials.gov/show/NCT03841110,1369.0,Industry Lead,More than three Conditions,Non-Randomized,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
1056,1057,NCT00807677,A Phase 1 Dose Escalation Study of TAK-901 in Subjects With Advanced Hematologic Malignancies,,Completed,No Results Available,Acute Myeloid Leukemia|Acute Lymphoblastic Leukemia|Chronic Myelogenous Leukemia|Chronic Lymphocytic Leukemia|Multiple Myeloma|Waldenstrom's Macroglobulinemia|Myelodysplastic Syndrome|Philadelphia Chromosome-negative CML|Myeloid Metaplasia|Myelofibrosis|Advanced Polycythemia|Non-Hodgkins Lymphoma,Drug: TAK-901,To determine the maximum tolerated dose(MTD)of TAK-901 in subjects with advanced hematologic malignancies.|To further assess the safety and tolerability of TAK-901 at or below the MTD in an expanded cohort of subjects in order to select a dose for future studies.|To evaluate the pharmacokinetic profile of TAK-901 and its primary metabolite (M-I).|To make a preliminary assessment of the clinical activity of TAK-901.|To make a preliminary assessment of the effects of TAK-901 on pharmacodynamic biomarkers.|To make a preliminary assessment of the association between selected genetic markers and TAK-901 response and/or pharmacokinetic parameters.,"Millennium Pharmaceuticals, Inc.",All,"18 Years and older   (Adult, Older Adult)",Phase 1,31.0,Industry,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,TAK-901_101,2009-03-01,September 2012,2013-03-01,"December 12, 2008",,"July 2, 2013","University of Michigan, Ann Arbor, Michigan, United States",,https://ClinicalTrials.gov/show/NCT00807677,1461.0,Industry Lead,More than three Conditions,N/A,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
1057,1058,NCT01986426,LTX-315 in Patients With Transdermally Accessible Tumours as Monotherapy or Combination With Ipilimumab or Pembrolizumab,,Completed,No Results Available,Cancer|Melanoma|Breast Cancer|Head and Neck Cancer|Lymphoma|Triple-Negative Breast Cancer,Drug: LTX-315 consecutive lesions|Drug: LTX-315|Drug: LTX-315 + ipilimumab|Drug: LTX-315 + pembrolizumab,Dose limiting toxicity|Anti tumour activity in injected tumour|Complete response (irCR) and partial response (irPR)|Overall response rate (OR)|Disease control rate (CR + PR + SD)|Progression free survival (PFS),Lytix Biopharma AS|Theradex|ICON plc,All,"18 Years and older   (Adult, Older Adult)",Phase 1,80.0,Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,C12-315-03,2013-11-01,April 2018,2018-08-31,"November 18, 2013",,"October 3, 2018","Jules Bordet Institute, Bruxelles, Belgium|Cliniques Universitaires St-Luc, Service d'oncologie médicale, Bruxelles, Belgium|Institut Curie, Paris, France|Institute Gustave Roussy, Paris, France|Intotuto Europeo di Oncologia (IEO), Milano, Italy|San Raffaele Hospital, Milano, Italy|Intituto Nazionale dei Tumori, Napoli, Italy|Instituto Oncologico Venneto (IOV), Padova, Italy|Haukeland University Hospital, Bergen, Norway|Oslo University Hospital Radiumhospitalet, Oslo, Norway|Guy's Hospital, London, United Kingdom|Royal Marsden Hospital, London, United Kingdom|University College of London Hospital, London, United Kingdom|Christie Hospital NHS Foundatin Trust, Manchester, United Kingdom",,https://ClinicalTrials.gov/show/NCT01986426,1764.0,Industry Lead,More than three Conditions,Non-Randomized,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
1058,1059,NCT02660281,URMC Related Haplo-identical Donor BMT,HaploOnly,Completed,No Results Available,Hematological Disease|Immune Deficiencies|Solid Tumors|Myelofibrosis|Multiple Myeloma|Lymphoma,Radiation: Total Body Irradiation 1200 cGy|Drug: Fludarabine|Drug: Pre-Stem Cell Infusion Cyclophosphamide|Drug: Pre-Stem Cell Infusion Mesna|Drug: Busulfan|Drug: Melphalan|Procedure: Stem Cell Infusion|Drug: Post-Stem Cell Infusion Cyclophosphamide|Drug: Post-Stem Cell Infusion Mesna|Drug: Thiotepa,"The number of days from the date of the stem cell infusion to engraftment of absolute neutrophils (ANC) and platelets (PLT) will be determined based on daily CBC and differential counts.|Rate of non-engraftment and secondary graft failure|Percentage of subjects who develop acute graft-versus-host disease.|Assess the Maximum Overall Grades 0- IV of acute GvHD and Maximum Severity (0-4) by involved organ system in patients who develop acute graft-versus-host disease.|Percentage of subjects who develop chronic graft-versus-host disease.|Assess the Maximum Grade: Limited versus Extensive; Maximum Severity: Mild, Moderate or Severe) of chronic GvHD in patients who develop chronic graft-versus-|Disease-free survival|Time to relapsed disease|Immune reconstitution",University of Rochester,All,"6 Months to 75 Years   (Child, Adult, Older Adult)",Phase 1,74.0,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,UBMT 15056,2015-10-01,"October 28, 2019",2021-01-07,"January 21, 2016",,"November 3, 2021","Wilmot Cancer Institute, Rochester, New York, United States",,https://ClinicalTrials.gov/show/NCT02660281,1925.0,Not Industry Lead,More than three Conditions,Non-Randomized,None-Crossover Assignment,None (Open Label),Treatment/Diagnostic
